Probe_ID,Symbol,Entrez_Gene_ID,Chromosome,Cytoband
ILMN_1764797,GLRA1,2741,5,5q33.1e
ILMN_1764801,LOC285047,285047,,2p21f
ILMN_1764803,SMU1,55234,9,9p13.3e
ILMN_1764813,B3GALTL,145173,13,13q12.3d
ILMN_1764814,LOC648801,648801,,
ILMN_1764826,TFE3,7030,X,Xp11.23c
ILMN_1764827,MRFAP1L1,114932,4,4p16.1f
ILMN_1764829,EML1,2009,14,14q32.2b
ILMN_1764850,HPCAL1,3241,2,2p25.1c
ILMN_1764851,TP53RK,112858,20,20q13.12c
ILMN_1764854,ZNF761,388561,19,19q13.41b
ILMN_1764861,ISOC1,51015,5,5q23.3b
ILMN_1764867,LOC649431,649431,,
ILMN_1764871,PIGP,51227,21,21q22.13a
ILMN_1764873,ELAVL1,1994,19,19p13.2e
ILMN_1764885,C20orf75,164312,20,20p12.3c
ILMN_1764886,LOC642425,642425,11,11q14.3b
ILMN_1764891,ZNF384,171017,12,12p13.31d
ILMN_1764927,CDC42EP1,11135,22,22q13.1a
ILMN_1764936,LOC648596,648596,,
ILMN_1764944,LOC653562,653562,16,16p11.2a
ILMN_1764945,AP3D1,8943,19,19p13.3h-p13.3g
ILMN_1764959,FAM154A,158297,9,9p22.1b
ILMN_1764964,IFNGR2,3460,21,21q22.11c
ILMN_1764967,LOC388259,388259,16,16p11.2b
ILMN_1764969,LOC643556,643556,1,
ILMN_1764970,JMJD1C,221037,10,10q21.2b-q21.3a
ILMN_1764980,SERPINA1,5265,14,14q32.13a
ILMN_1764986,HIST3H2BB,128312,1,1q42.13c
ILMN_1765000,ZSCAN20,7579,1,1p35.1a
ILMN_1765001,NAT6,24142,3,3p21.31b
ILMN_1765002,FAM153C,653316,5,5q35.3b
ILMN_1765014,FOXB2,442425,9,9q21.13c
ILMN_1765017,COL6A2,1292,21,21q22.3f
ILMN_1765019,SACM1L,22908,3,3p21.31j
ILMN_1765021,TOP3B,8940,22,22q11.22a
ILMN_1765031,LOC339047,339047,16,16p13.11b
ILMN_1765032,LOC440993,440993,3,3q29e
ILMN_1765039,C11orf38,399967,11,11q24.2b
ILMN_1765043,RPL38,6169,17,17q25.1b
ILMN_1765044,CUTC,51076,10,10q24.2c
ILMN_1765060,FBXO34,55030,14,14q22.3a
ILMN_1765061,OXER1,165140,2,2p21e
ILMN_1765066,LOC651951,651951,,
ILMN_1765072,KRT85,3891,12,12q13.13d
ILMN_1765076,APPL2,55198,12,12q23.3b
ILMN_1765082,RBM10,8241,X,Xp11.3a
ILMN_1765085,TRMT6,51605,20,20p12.3c
ILMN_1765091,ANKHD1,54882,5,5q31.3a-q31.3b
ILMN_1765103,CST8,10047,20,20p11.21c
ILMN_1765109,TNFRSF25,8718,1,1p36.31a
ILMN_1765116,PAOX,196743,10,10q26.3f
ILMN_1765122,MAP3K2,10746,,2q14.3d
ILMN_1765124,LOC641365,NA,4,
ILMN_1765132,LACTB,114294,15,15q22.2b
ILMN_1765146,IFNAR2,3455,21,21q22.11c
ILMN_1765159,ELMOD2,255520,4,4q31.1f
ILMN_1765165,VPS13B,157680,8,8q22.2a-q22.2b
ILMN_1765184,MBNL3,55796,X,Xq26.2a
ILMN_1765187,LHB,3972,19,19q13.33a
ILMN_1765189,PTK2B,2185,8,8p21.2a
ILMN_1765198,HEATR4,399671,14,14q24.3a
ILMN_1765204,ST13,6767,22,22q13.2a
ILMN_1765208,GLUL,2752,1,1q25.3c
ILMN_1765212,LARP2,55132,4,4q28.2a
ILMN_1765218,PRDM11,56981,11,11p11.2d
ILMN_1765222,CARS2,79587,13,13q34a
ILMN_1765232,C10orf59,55328,10,10q23.31a
ILMN_1765244,NEUROG3,50674,10,10q21.3e
ILMN_1765248,EFS,10278,14,14q11.2f
ILMN_1765254,ZNF655,79027,7,7q22.1b
ILMN_1765255,CDH26,60437,20,20q13.33a
ILMN_1765257,CINP,51550,14,14q32.31c
ILMN_1765258,HLA-E,3133,6,6p21.33b
ILMN_1765274,CAPN11,11131,6,6p21.1b
ILMN_1765287,MGC35440,147990,19,19q13.11a
ILMN_1765299,PRIMA1,145270,14,14q32.13a
ILMN_1765304,psiTPTE22,NA,22,
ILMN_1765310,TCEAL2,140597,X,Xq22.1d
ILMN_1765326,DGKD,8527,2,2q37.1d
ILMN_1765328,C21orf57,54059,21,21q22.3f
ILMN_1765332,TIMM10,26519,11,11q12.1a
ILMN_1765341,LOC644734,644734,14,14q11.1d
ILMN_1765355,NOX1,27035,X,Xq22.1c
ILMN_1765363,DSC3,1825,18,18q12.1d
ILMN_1765371,LUC7L,55692,16,16p13.3f
ILMN_1765373,LOC644686,644686,,
ILMN_1765400,C20orf77,58490,20,20q11.23c
ILMN_1765401,RRN3,54700,16,16p13.11b
ILMN_1765409,STAM,8027,10,10p12.33c
ILMN_1765417,RBBP9,10741,20,20p11.23d
ILMN_1765419,GPLD1,2822,6,6p22.2b
ILMN_1765427,TSGA10IP,254187,11,11q13.1d
ILMN_1765430,C1orf170,84808,,1p36.33b
ILMN_1765438,C6orf184,221261,6,6q21f
ILMN_1765445,OR51Q1,390061,11,11p15.4c
ILMN_1765446,EMP3,2014,19,19q13.32c
ILMN_1765451,MAGI3,260425,1,1p13.2c-p13.2b
ILMN_1765454,LOC732111,732111,,
ILMN_1765459,S100A13,6284,1,1q21.3d
ILMN_1765460,AMIGO1,57463,1,1p13.3b
ILMN_1765480,C10orf4,118924,10,10q23.33b
ILMN_1765487,LOC442147,442147,5,
ILMN_1765493,SHKBP1,92799,19,19q13.2b
ILMN_1765499,NTAN1,123803,,16p13.11b
ILMN_1765500,NDUFV3,4731,21,21q22.3b
ILMN_1765518,RNASEH2C,84153,11,11q13.1d
ILMN_1765520,MTIF2,4528,2,2p16.1d
ILMN_1765522,PPM1G,5496,2,2p23.3a
ILMN_1765523,TOLLIP,54472,11,11p15.5c
ILMN_1765525,WBSCR16,81554,7,7q11.23c
ILMN_1765526,LOC644137,644137,1,
ILMN_1765532,RDBP,7936,6,6p21.32b
ILMN_1765547,IRF2,3660,4,4q35.1d
ILMN_1765550,HOMEZ,57594,14,14q11.2f
ILMN_1765557,OLFML2B,25903,1,1q23.3b
ILMN_1765558,NPAS2,4862,2,2q11.2d-q11.2e
ILMN_1765574,TFAP2A,7020,6,6p24.3a
ILMN_1765578,TIPARP,25976,3,3q25.31b
ILMN_1765584,TMEM38A,79041,19,19p13.11f
ILMN_1765605,APOC4,346,19,19q13.32a
ILMN_1765606,YAF2,10138,12,12q12e
ILMN_1765607,SLC6A2,6530,16,16q12.2c
ILMN_1765610,AQP7P2,NA,9,
ILMN_1765612,LOC646665,646665,15,15q24.1a
ILMN_1765613,OR52L1,338751,11,11p15.4c
ILMN_1765614,LYNX1,66004,8,8q24.3e
ILMN_1765615,OR1B1,347169,9,9q33.2b
ILMN_1765620,VSTM2,222008,7,7p11.2d
ILMN_1765621,HDGF,3068,1,1q23.1a
ILMN_1765633,FAM10A7,NA,7,
ILMN_1765636,FLJ22184,80164,,19p13.2e
ILMN_1765640,LOC642773,642773,16,
ILMN_1765641,SEMA3A,10371,7,7q21.11e
ILMN_1765644,COMMD8,54951,4,4p12b-p12a
ILMN_1765645,C17orf50,146853,17,17q12b
ILMN_1765649,IRF3,3661,19,19q13.33b
ILMN_1765651,LOC652408,652408,,
ILMN_1765668,IL20RB,53833,3,3q22.3a
ILMN_1765670,LOC285216,285216,3,3q11.2b
ILMN_1765674,ALS2CR12,130540,2,2q33.1f
ILMN_1765678,LOC648025,648025,,
ILMN_1765684,P117,125988,19,19p13.3b
ILMN_1765686,LOC642362,642362,11,11q14.3b
ILMN_1765696,FARSLB,10056,2,2q36.1c
ILMN_1765701,LOC399942,399942,11,11q14.3b
ILMN_1765704,CDC2L1,984,1,1p36.33a
ILMN_1765711,FBXO11,80204,2,2p16.3d
ILMN_1765714,UBE2E3,10477,2,2q31.3b
ILMN_1765725,SBDSP,NA,7,
ILMN_1765729,MAML2,84441,11,11q21c-q21d
ILMN_1765734,LOC730419,730419,,
ILMN_1765746,SFT2D3,84826,2,2q14.3e
ILMN_1765767,ACOX1,51,17,17q25.1d
ILMN_1765770,SYCP2,10388,20,20q13.32b-q13.33a
ILMN_1765772,MYO3A,53904,10,10p12.1b
ILMN_1765773,FLJ16686,401124,,4p14f
ILMN_1765779,ADAM17,6868,2,2p25.1d
ILMN_1765781,LOC653394,653394,9,9q12i
ILMN_1765791,C9orf79,286234,9,9q22.1a
ILMN_1765796,ENO2,2026,12,12p13.31d
ILMN_1765801,GAA,2548,17,17q25.3d
ILMN_1765819,MYSM1,114803,,1p32.1f
ILMN_1765825,WDR23,80344,14,14q12a
ILMN_1765829,NUFIP2,57532,17,17q11.2b
ILMN_1765833,SLC9A3R2,9351,16,16p13.3e
ILMN_1765851,TRADD,8717,16,16q22.1a
ILMN_1765858,CAB39,51719,2,2q37.1a
ILMN_1765860,DOCK11,139818,X,Xq24a-q24b
ILMN_1765872,SIPA1L3,23094,19,19q13.13a-q13.13d
ILMN_1765876,ARHGAP24,83478,4,4q21.23b-q21.3a
ILMN_1765878,LOC392563,392563,X|NT_113962.1,
ILMN_1765880,C16orf57,79650,16,16q13d
ILMN_1765895,LOC651807,651807,,
ILMN_1765911,HMX3,340784,,10q26.13c
ILMN_1765912,ACSM2B,348158,16,16p12.3a
ILMN_1765923,FLJ22222,79701,17,17q25.3g
ILMN_1765941,GPR97,222487,16,16q13d
ILMN_1765945,DKFZp686J0529,388468,18,18p11.21b
ILMN_1765954,HSD17B3,3293,9,9q22.32b
ILMN_1765966,CHGB,1114,20,20p12.3c
ILMN_1765971,MOGAT1,116255,2,2q36.1c
ILMN_1765979,LOC147645,147645,,19q13.33d
ILMN_1765986,INHBC,3626,12,12q13.3b
ILMN_1765990,KCNK2,3776,1,1q41a
ILMN_1765993,DMBX1,127343,1,1p33d
ILMN_1765994,ZBP1,81030,20,20q13.31a
ILMN_1766000,PM20D2,135293,6,6q15c
ILMN_1766010,YARS,8565,1,1p35.1b
ILMN_1766024,PDCD10,11235,3,3q26.1f
ILMN_1766028,TBC1D28,254272,17,17p11.2f
ILMN_1766038,FLJ46266,399949,11,11q23.1b
ILMN_1766045,SH3GLB1,51100,1,1p22.3c-p22.3b
ILMN_1766054,ABCA1,19,9,9q31.1d
ILMN_1766079,SULT1C2,6819,2,2q12.3c
ILMN_1766083,SLC22A12,116085,11,11q13.1b
ILMN_1766085,REL,5966,2,2p16.1a
ILMN_1766087,OR2G6,391211,1,1q44f
ILMN_1766090,LOC283824,283824,,
ILMN_1766094,MOSPD2,158747,X,Xp22.2
ILMN_1766103,KCNK18,338567,10,10q25.3b
ILMN_1766110,PHF6,84295,X,Xq26.2b
ILMN_1766112,WHSC1,7468,4,4p16.3b
ILMN_1766115,PLEKHF2,79666,8,8q22.1c
ILMN_1766120,LOC648329,648329,,
ILMN_1766123,FHIT,2272,3,3p14.2d-p14.2b
ILMN_1766125,LONP1,9361,19,19p13.3b
ILMN_1766128,THAP3,90326,1,1p36.31a
ILMN_1766154,MRPL30,51263,2,2q11.2c
ILMN_1766157,MRVI1,10335,11,11p15.4a
ILMN_1766159,MIER2,54531,19,19p13.3j
ILMN_1766165,SNCA,6622,4,4q22.1d
ILMN_1766169,BCAT1,586,12,12p12.1b
ILMN_1766171,SNF8,11267,17,17q21.32c
ILMN_1766176,RAP1A,5906,1,1p13.2d
ILMN_1766178,LOC51233,51233,22,22q11.23a
ILMN_1766182,GNAZ,2781,22,22q11.22b
ILMN_1766184,LOC654346,654346,17,17p11.2f
ILMN_1766185,AXIN1,8312,16,16p13.3f
ILMN_1766190,LOC653135,653135,22,22q11.21b
ILMN_1766195,ZNF558,148156,19,19p13.2d
ILMN_1766196,LOC652607,652607,,
ILMN_1766200,FAM26B,51063,10,10q24.33a
ILMN_1766204,GPHA2,170589,11,11q13.1c
ILMN_1766211,LOC440287,440287,15,15q24.1b
ILMN_1766219,C6orf54,26236,6,6q27d
ILMN_1766221,B4GALT1,2683,9,9p13.3e
ILMN_1766222,LARP5,23185,10,10p15.3c
ILMN_1766245,SUPT4H1,6827,17,17q22d
ILMN_1766247,ZBTB2,57621,6,6q25.1c
ILMN_1766261,SLC2A12,154091,6,6q23.2d
ILMN_1766264,PI16,221476,6,6p21.2c
ILMN_1766269,HM13,81502,20,20q11.21b
ILMN_1766270,OR51M1,390059,11,11p15.4c
ILMN_1766275,PIK3CD,5293,1,1p36.22d
ILMN_1766280,LOC645963,645963,17,
ILMN_1766309,ANKRD54,129138,22,22q13.1a
ILMN_1766316,FLJ32679,440321,15|NT_113925.1,
ILMN_1766320,IL3,3562,5,5q31.1b
ILMN_1766334,MB,4151,22,22q12.3c
ILMN_1766345,LOC441098,441098,5,5q21.1b
ILMN_1766346,ZNF512B,57473,20,20q13.33e
ILMN_1766356,LOC651062,651062,,
ILMN_1766359,GATAD2B,57459,1,1q21.3d
ILMN_1766363,FLT3,2322,13,13q12.2b
ILMN_1766366,ICA1L,130026,2,2q33.1g
ILMN_1766370,PHLDB3,284345,19,19q13.31a
ILMN_1766371,LOC649509,649509,,
ILMN_1766377,PCDHB6,56130,5,5q31.3b
ILMN_1766401,OR1M1,125963,19,19p13.2d
ILMN_1766405,GOLM1,51280,9,9q21.33b
ILMN_1766408,CBFB,865,16,16q22.1a
ILMN_1766411,AP1S2,8905,X,Xp22.2
ILMN_1766418,SDHALP1,NA,,
ILMN_1766422,TMEM95,339168,17,17p13.1d
ILMN_1766425,REPS2,9185,X,Xp22.2
ILMN_1766435,WBP11,51729,12,12p12.3e
ILMN_1766438,OR5H6,79295,3,3q11.2c
ILMN_1766446,C6orf48,50854,6,6p21.32b
ILMN_1766458,LOC653537,653537,16,
ILMN_1766475,MGAT3,4248,22,22q13.1d
ILMN_1766487,LRRC25,126364,19,19p13.11c
ILMN_1766499,HSPA2,3306,14,14q23.3a
ILMN_1766505,COMMD10,51397,5,5q23.1a
ILMN_1766514,LOC650274,650274,,
ILMN_1766528,SLC25A36,55186,3,3q23b
ILMN_1766539,LOC643319,643319,8,8q23.1b
ILMN_1766541,BCL2L11,10018,2,2q13c
ILMN_1766542,LOC641705,641705,1,1p21.1c
ILMN_1766544,ZFP28,140612,19,19q13.43a
ILMN_1766551,CPA3,1359,3,3q24f
ILMN_1766558,LOC647336,647336,,
ILMN_1766560,ANKHD1-EIF4EBP3,404734,5,5q31.3a-q31.3b
ILMN_1766565,KRTAP5-9,3846,11,11q13.4a
ILMN_1766573,TERC,NA,3,
ILMN_1766590,LPA,4018,6,6q25.3f-q26a
ILMN_1766593,KIAA1542,57661,11,11p15.5d
ILMN_1766600,LOC401895,401895,19,19p13.3i
ILMN_1766613,ZNF121,7675,19,19p13.2c
ILMN_1766614,LOC651386,651386,13,13q12.13c
ILMN_1766637,GLA,2717,X,Xq22.1c
ILMN_1766643,HOPX,84525,4,4q12e
ILMN_1766650,FOXA1,3169,14,14q21.1a
ILMN_1766652,MOCS3,27304,20,20q13.13f
ILMN_1766657,STOM,2040,9,9q33.2a
ILMN_1766658,PKMYT1,9088,16,16p13.3d
ILMN_1766660,FAM22A,283008,10,10q22.3f
ILMN_1766663,LOC642008,642008,,
ILMN_1766668,PCDH7,5099,4,4p15.1e-p15.1d
ILMN_1766675,CDH6,1004,5,5p13.3d-p13.3c
ILMN_1766678,NKX2-6,137814,,8p21.2d
ILMN_1766698,OR5T1,390155,11,11q11c
ILMN_1766706,MGC27165,283650,,
ILMN_1766707,IL17B,27190,5,5q33.1b
ILMN_1766712,TCF21,6943,6,6q23.2d
ILMN_1766713,HSPD1,3329,2,2q33.1b
ILMN_1766718,LYSMD3,116068,5,5q14.3g
ILMN_1766723,ACVR1B,91,12,12q13.13c
ILMN_1766729,WNT9A,7483,1,1q42.13b
ILMN_1766736,BPI,671,20,20q11.23c
ILMN_1766741,LOC643475,643475,10,10p12.2a
ILMN_1766753,RBMS1,5937,2,2q24.2b
ILMN_1766757,LOC286411,286411,X,Xq27.1c-q27.1d
ILMN_1766762,DYNLRB1,83658,20,20q11.22a
ILMN_1766770,SNX31,169166,8,8q22.3a
ILMN_1766793,C9orf23,138716,9,9p13.3c
ILMN_1766797,CCS,9973,11,11q13.1e
ILMN_1766798,CENTB2,23527,3,3q29e
ILMN_1766803,TUBGCP6,85378,22,22q13.33b
ILMN_1766814,TK2,7084,16,16q21e
ILMN_1766830,RELT,84957,11,11q13.4b
ILMN_1766832,LOC653463,653463,6,
ILMN_1766851,TMEM126B,55863,11,11q14.1e
ILMN_1766859,MSL2L1,55167,3,3q22.2b
ILMN_1766867,LOC554175,NA,15,
ILMN_1766875,LOC645458,645458,10,
ILMN_1766888,EVX1,2128,7,7p15.2a
ILMN_1766894,LOC642265,642265,9,9p13.1a
ILMN_1766896,ZDHHC19,131540,3,3q29f
ILMN_1766902,LOC653904,653904,,
ILMN_1766904,MAPK10,5602,4,4q21.3a-q21.3c
ILMN_1766914,MFAP4,4239,17,17p11.2e
ILMN_1766916,RPAP3,79657,12,12q13.11b
ILMN_1766918,KCNK5,8645,6,6p21.2b
ILMN_1766920,EP400NL,347918,12,12q24.33c
ILMN_1766925,CDH13,1012,16,16q23.3a-q23.3b
ILMN_1766950,PCDHB13,56123,5,5q31.3b
ILMN_1766951,MSX2,4488,5,5q35.2b
ILMN_1766955,VCAM1,7412,1,1p21.2a
ILMN_1766965,LOC648981,648981,,
ILMN_1766966,ACSM5,54988,16,16p12.3a
ILMN_1766974,ZNF107,51427,7,7q11.21c
ILMN_1766975,TNRC18,27320,,7q11.21b
ILMN_1766981,UNC50,25972,2,2q11.2c
ILMN_1766983,FBXW11,23291,5,5q35.1d-q35.1e
ILMN_1766984,EIF5AL1,143244,10,10q22.3e
ILMN_1766986,DIRC1,116093,2,2q32.2a
ILMN_1766991,ABRA,137735,8,8q23.1b
ILMN_1767006,PSMB8,5696,6,6p21.32a
ILMN_1767015,BCORL1,63035,X,Xq25h
ILMN_1767020,DENND1C,79958,19,19p13.3a
ILMN_1767024,LOC729393,729393,7,7q11.23c
ILMN_1767032,DDI1,414301,11,11q22.3a
ILMN_1767037,PF4,5196,4,4q13.3d
ILMN_1767047,LOC391282,391282,21,21q22.2a
ILMN_1767063,LOC648744,648744,,
ILMN_1767068,SMAD6,4091,15,15q22.31c
ILMN_1767070,VN1R5,317705,1,1q44e
ILMN_1767084,LOC643234,643234,6,
ILMN_1767086,MGC57359,441272,,7q22.1c
ILMN_1767090,MYH13,8735,17,17p13.1a
ILMN_1767103,C11orf63,79864,11,11q24.1b
ILMN_1767111,TMEM16K,55129,3,3p22.1a-p21.33e
ILMN_1767113,AOX1,316,2,2q33.1e
ILMN_1767129,ABCC8,6833,11,11p15.1d
ILMN_1767131,LOC653441,653441,12,12q13.2b
ILMN_1767135,SOS1,6654,2,2p22.1c
ILMN_1767139,NDUFA13,51079,,19p13.11a
ILMN_1767142,ZNF280D,54816,15,15q21.3d
ILMN_1767147,LOC646858,646858,18,
ILMN_1767149,LOC644516,644516,22,
ILMN_1767168,CAMK4,814,5,5q22.1b
ILMN_1767171,MOBKL2C,148932,1,1p33d
ILMN_1767176,PDE9A,5152,21,21q22.3b
ILMN_1767178,LOC729751,729751,17,17q24.1a
ILMN_1767182,CMIP,80790,16,16q23.2b
ILMN_1767184,LOC650950,650950,,
ILMN_1767193,CR1,1378,1,1q32.2a
ILMN_1767219,POLR1C,9533,6,6p21.1c
ILMN_1767230,C1orf125,126859,1,1q25.2c
ILMN_1767233,EDA2R,60401,X,Xq12a-q12b
ILMN_1767236,LOC648103,648103,,
ILMN_1767244,OR13A1,79290,10,10q11.21d
ILMN_1767253,RRP12,23223,10,10q24.1b
ILMN_1767256,MBTPS1,8720,16,16q23.3b-q24.1a
ILMN_1767260,CCDC138,165055,2,2q13a
ILMN_1767263,LOC158301,158301,9,9q34.11e
ILMN_1767274,LOC345630,345630,5,5q35.1a
ILMN_1767277,PLGLA,NA,,
ILMN_1767281,PPBP,5473,4,4q13.3d
ILMN_1767303,LOC400965,400965,2,2p11.2e
ILMN_1767310,CXorf20,139105,X,Xp22.13c
ILMN_1767318,LOC642473,642473,21,
ILMN_1767320,MAPK1,5594,22,22q11.21f-q11.22a
ILMN_1767322,EDAR,10913,2,2q13a
ILMN_1767324,EIF4EBP1,1978,8,8p12a
ILMN_1767337,SFXN5,94097,2,2p13.2b
ILMN_1767342,EPHA5,2044,4,4q13.1f
ILMN_1767343,LOC126147,126147,19,19q13.33a
ILMN_1767344,LOC340096,340096,5,5p15.1a
ILMN_1767349,ABCB4,5244,7,7q21.12a
ILMN_1767351,AR,367,X,Xq12c
ILMN_1767355,LOC100101121,NA,,
ILMN_1767360,IL10RB,3588,21,21q22.11c
ILMN_1767362,ADAMTS6,11174,5,5q12.3a-q12.3b
ILMN_1767365,PAK1,5058,11,11q14.1a
ILMN_1767367,LOC649616,649616,,
ILMN_1767369,LOC646585,646585,X,Xp21.1a
ILMN_1767377,LOC153561,153561,5,5q13.2a
ILMN_1767388,AAA1,404744,7,7p14.3a
ILMN_1767393,GRIA3,2892,X,Xq25b
ILMN_1767404,LOC642588,642588,4,4q34.1b
ILMN_1767413,IL1RAPL2,26280,X,Xq22.3a
ILMN_1767414,CDK3,1018,17,17q25.1d
ILMN_1767415,CES4,51716,16,16q12.2c
ILMN_1767422,POLR1D,51082,13,13q12.2a
ILMN_1767433,TBC1D5,9779,3,3p24.3d
ILMN_1767441,FBXL14,144699,12,12p13.33c-p13.33b
ILMN_1767446,RNF150,57484,4,4q31.21a
ILMN_1767448,LHFP,10186,13,13q13.3e
ILMN_1767452,LOC341356,341356,12,12p11.21b
ILMN_1767456,LOC728185,728185,2,2p25.3e
ILMN_1767459,POLR3B,55703,12,12q23.3c
ILMN_1767469,LOC650781,650781,,
ILMN_1767470,SCPEP1,59342,17,17q22c
ILMN_1767471,LOC651301,651301,,
ILMN_1767474,HAO2,51179,1,1p12a
ILMN_1767475,CERK,64781,22,22q13.31d
ILMN_1767481,XRCC6BP1,91419,12,12q14.1a
ILMN_1767503,GABRB3,2562,15,15q12b
ILMN_1767509,DEF8,54849,16,16q24.3b
ILMN_1767514,LOC441155,441155,6,6q12c
ILMN_1767518,PSMD12,5718,,17q24.2b
ILMN_1767523,IL17RB,55540,3,3p21.1b-p21.1a
ILMN_1767535,LOC645676,645676,,1q22b
ILMN_1767537,LOC651774,651774,,
ILMN_1767541,CENTD1,116984,4,4p14f
ILMN_1767542,THAP10,56906,15,15q23b
ILMN_1767546,LOC647520,647520,15,15q24.2a
ILMN_1767556,C10orf10,11067,10,10q11.21c
ILMN_1767560,LOC402232,402232,5,5q33.1a
ILMN_1767573,CRLF2,64109,,"Xp22.33e,Yp11.32a"
ILMN_1767579,KRR1,11103,12,12q21.2a
ILMN_1767581,PTGER3,5733,1,1p31.1j
ILMN_1767590,LOC653178,653178,Y,
ILMN_1767592,LOC649379,649379,,
ILMN_1767595,LOC647488,647488,,
ILMN_1767601,C21orf94,NA,21,
ILMN_1767612,BBS2,583,16,16q13b
ILMN_1767620,LOC650341,650341,,
ILMN_1767632,LOC651886,651886,,
ILMN_1767642,C11orf46,120534,11,11p14.1a
ILMN_1767643,CTRB2,440387,16,16q23.1a
ILMN_1767649,PCDHGC5,56097,5,5q31.3c
ILMN_1767651,DKFZP434B0335,25851,7,7q21.3d
ILMN_1767653,LOC392481,392481,,Xq11.1c
ILMN_1767657,MAT1A,4143,10,10q23.1a
ILMN_1767658,RRS1,23212,8,8q13.1b
ILMN_1767661,LOC648907,648907,,
ILMN_1767662,LASS6,253782,2,2q24.3f
ILMN_1767664,LOC653431,653431,7,
ILMN_1767665,LOC493869,493869,5,5q11.2d
ILMN_1767666,SCN1B,6324,19,19q13.11c
ILMN_1767679,MCAT,27349,22,22q13.2c
ILMN_1767685,SERPINB7,8710,18,18q21.33b
ILMN_1767690,SENP8,123228,15,15q23b
ILMN_1767691,VPS25,84313,17,17q21.31a
ILMN_1767701,LOC651624,651624,,
ILMN_1767702,LOC652305,652305,,
ILMN_1767711,CASR,846,3,3q13.33c-q21.1a
ILMN_1767717,SLC2A11,66035,22,22q11.23a
ILMN_1767722,AFTPH,54812,2,2p14c
ILMN_1767747,HDAC2,3066,6,6q22.1a
ILMN_1767762,LOC652883,652883,,
ILMN_1767766,PRDX2,7001,19,19p13.13c
ILMN_1767801,SAMD10,140700,20,20q13.33e
ILMN_1767805,C21orf81,114035,21,21q11.2b-q11.2c
ILMN_1767809,LOC552891,552891,9,9q31.3b
ILMN_1767810,LOC642639,642639,9,
ILMN_1767811,ZNF416,55659,19,19q13.43b
ILMN_1767813,MAML1,9794,5,5q35.3e
ILMN_1767816,APH1B,83464,15,15q22.2b
ILMN_1767827,GRK7,131890,3,3q23c
ILMN_1767828,C10orf120,399814,10,10q26.13b
ILMN_1767831,C9,735,5,5p13.1c
ILMN_1767837,GOLT1B,51026,12,12p12.1e
ILMN_1767839,ZFP41,286128,8,8q24.3f
ILMN_1767842,SLC17A8,246213,12,12q23.1d
ILMN_1767846,LOC644336,644336,9,
ILMN_1767848,PCMTD2,55251,20,20q13.33e
ILMN_1767852,LOC651096,651096,,
ILMN_1767857,LOC651137,651137,,
ILMN_1767862,LOC643703,643703,6,6q27b
ILMN_1767869,SNORD15A,NA,11,
ILMN_1767892,DUSP12,11266,1,1q23.3b
ILMN_1767894,POLB,5423,8,8p11.21a
ILMN_1767900,LGI2,55203,4,4p15.2c
ILMN_1767927,PTCHD2,57540,,1p36.22b
ILMN_1767929,LOC642252,642252,3,
ILMN_1767932,LOC643594,643594,5,5p15.33e
ILMN_1767934,PCSK5,5125,9,9q21.13c
ILMN_1767960,NSUN7,79730,4,4p14a
ILMN_1767973,MADCAM1,8174,19,19p13.3j
ILMN_1767980,LOC401497,401497,9,9p21.1c-p21.1b
ILMN_1767992,SLC12A6,9990,15,15q14a
ILMN_1768004,PDCD4,27250,10,10q25.2a
ILMN_1768007,C2orf57,165100,2,2q37.1b
ILMN_1768016,TNFRSF17,608,16,16p13.13a
ILMN_1768018,LOC653543,653543,4,4q35.2d
ILMN_1768020,NY-SAR-48,93323,19,19p13.11e
ILMN_1768031,DEDD2,162989,19,19q13.2c
ILMN_1768035,MMP12,4321,11,11q22.2b
ILMN_1768049,FOXP3,50943,X,Xp11.23b
ILMN_1768050,SCOC,60592,4,4q31.1f
ILMN_1768055,GFER,2671,16,16p13.3e
ILMN_1768062,ADK,132,10,10q22.2b
ILMN_1768064,OR52I2,143502,11,11p15.4d
ILMN_1768071,C2orf50,130813,2,2p25.1b
ILMN_1768072,LOC642335,642335,,6p25.3b
ILMN_1768076,ZC3H14,79882,14,14q31.3d
ILMN_1768077,C10orf61,26123,10,10q23.33d
ILMN_1768097,RPGR,6103,X,Xp11.4e
ILMN_1768099,SCGB1C1,147199,11,11p15.5d
ILMN_1768101,HOXB6,3216,17,17q21.32c
ILMN_1768107,LOC653507,653507,X,
ILMN_1768110,ZAK,51776,2,2q31.1e
ILMN_1768112,LOC399753,399753,10,
ILMN_1768115,TSPAN12,23554,7,7q31.31d
ILMN_1768117,RBM25,58517,14,14q24.2b
ILMN_1768120,C3orf48,151649,,3p24.3c
ILMN_1768127,EBNA1BP2,10969,1,1p34.2a
ILMN_1768129,ZNF43,7594,19,19p12c
ILMN_1768139,RNU12,NA,X,
ILMN_1768161,OR8H3,390152,11,11q11c
ILMN_1768162,LOC387826,387826,12,12p13.32a
ILMN_1768164,MGC15705,84843,22,22q12.2c
ILMN_1768165,LOC650755,650755,,
ILMN_1768176,CXorf26,51260,X,Xq13.3c
ILMN_1768181,TOR3A,64222,1,1q25.2c
ILMN_1768194,BIRC2,329,11,11q22.2a
ILMN_1768197,ROD1,9991,9,9q32a
